Title,URL,Short Intro,Category,Sub-Category,Course Type,Duration,Site,Program Type,Courses,Level,Prequisites,What you learn
"Computability, Complexity & Algorithms",https://www.udacity.com/course/computability-complexity-algorithms--ud061,The Power and Limitation of Algorithms,,,,Estimated timeApprox. undefined undefined,Udacity,Free Course,,Advanced,"Students are expected to have a solid grasp of the basics of discrete mathematics.  Discrete Mathematics and Its Applications by Ken Rosen provides an excellent background for this course. If you answer ""no"" to any of the following questions, it may be beneficial to acquire background knowledge concurrently or prior to taking the course.Can you show that the sum of the first n numbers is n(n+1)/2? Can you give the proof as an induction on n?Can you give an O(n log n) algorithm for sorting n numbers?Can you describe the difference between breadth-first and depth-first search?Given an nxn matrix A and an n-dimensional vector b, can you give a polynomial-time algorithm to find a vector x such that Ax=b?See the Technology Requirements for using Udacity.",ComputabilityLanguages & CountabilityTuring MachinesThe Church-Turing ThesisLanguages & CountabilityTuring MachinesThe Church-Turing ThesisComplexityP and NPNP-Complete ProblemsThe Golden TicketP and NPNP-Complete ProblemsThe Golden TicketAlgorithmsDynamic ProgrammingFast Fourier TransformMaximum FlowDynamic ProgrammingFast Fourier TransformMaximum Flow
Advanced Operating Systems,https://www.udacity.com/course/advanced-operating-systems--ud189,Abstractions and Virtualization,,,,Estimated timeApprox. 5 Weeks,Udacity,Free Course,,Advanced,"Students are expected to have taken an undergraduate OS course, or have some experience in industry. A good understanding of the concepts in a standard textbook such as ""Operating Systems Concepts,"" Silberschatz and Galvin (or its equivalent) will be assumed in this course. Students must also be comfortable with UNIX and C programming.See the Technology Requirements for using Udacity.",AbstractionsHardware ResourcesOS FunctionalityManaging the CPU and MemoryHardware ResourcesOS FunctionalityManaging the CPU and MemoryOS StructureThe SPIN ApproachThe Exokernel ApproachThe L3 Micro-Kernel ApproachThe SPIN ApproachThe Exokernel ApproachThe L3 Micro-Kernel ApproachVirtualizationIntro to VirtualizationMemory VirtualizationCPU and Device VirtualizationIntro to VirtualizationMemory VirtualizationCPU and Device VirtualizationParallelismShared Memory MachinesSynchronizationCommunicationShared Memory MachinesSynchronizationCommunicationDistributed SystemsDefinitionsLamport ClocksLatency limitsDefinitionsLamport ClocksLatency limitsDistributed Object TechnologySpring Operating SystemJava RMIEnterprise Java BeansSpring Operating SystemJava RMIEnterprise Java BeansDesign and Implementation of Distributed ServicesGlobal Memory SystemDistributed Shared MemoryDistributed File SystemGlobal Memory SystemDistributed Shared MemoryDistributed File SystemSystem RecoveryLightweight Recoverable Virtual MemoryRio VistaQuicksilverLightweight Recoverable Virtual MemoryRio VistaQuicksilverInternet Scale ComputingGiant Scale ServicesMapReduceContent Delivery NetworksGiant Scale ServicesMapReduceContent Delivery NetworksReal-Time and MultimediaTime sensitive LinuxPersistent temporal streamsTime sensitive LinuxPersistent temporal streams
Passwordless Login Solutions for iOS,https://www.udacity.com/course/passwordless-login-solutions-for-ios--ud1028,Add Account Kit and Facebook Login,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"To get the most out of this course, you should have at least 3 months experience developing iOS apps in Swift, and familiarity using a third party SDK. If you lack this experience, please take our Intro to iOS App Development with Swift course prior to enrolling in this one. We also recommend taking Swift for Developers if you have experience with iOS Apps but are new to Swift. To follow along with course activities, you must create a Facebook for Developers account, which will provide access to the Facebook Platform.See the Technology Requirements for using Udacity.",Introduction to Passwordless Login SolutionsLearn why users’ login preferences are so critical for your appDiscover how Account Kit and Facebook Login positively impact the login experienceExplore ways these solutions can expand the reach of your appLearn why users’ login preferences are so critical for your appDiscover how Account Kit and Facebook Login positively impact the login experienceExplore ways these solutions can expand the reach of your appAccount KitCreate your Facebook for Developers accountConfigure authentication with Account Kit in a sample appTrack app events and analyticsCreate your Facebook for Developers accountConfigure authentication with Account Kit in a sample appTrack app events and analyticsFacebook LoginConfigure authentication with Facebook Login for a sample appLearn best practices for asking users for permissionsExplore Facebook Login analytics from real partner appsConfigure authentication with Facebook Login for a sample appLearn best practices for asking users for permissionsExplore Facebook Login analytics from real partner appsTesting Login FlowLearn strategies for handling many types of Facebook Authentication casesTest your app’s Login flow against these common use casesLearn strategies for handling many types of Facebook Authentication casesTest your app’s Login flow against these common use casesIntroduction to the Graph APIUnderstand the best practices for asking permission from users to access their Facebook dataUse the Graph API to add social features to an appPractice adding features like importing a photo and publishing a status updateUnderstand the best practices for asking permission from users to access their Facebook dataUse the Graph API to add social features to an appPractice adding features like importing a photo and publishing a status update
Firebase in a Weekend: iOS,https://www.udacity.com/course/firebase-in-a-weekend-by-google-ios--ud0351,Building a Realtime Chat App,,,,Estimated timeApprox. 2 Days,Udacity,Free Course,,Intermediate,"You need to have proficiency in building an iOS mobile application, including experience in basic command line, calling a web or cloud API, working with the view controller life cycle, using multiple view controllers, and working with UITableViewController (iOS Developer Nanodegree or equivalent level). Familiarity working with a web service from iOS, using Core Data, or building apps that use databases will also be helpful.See the Technology Requirements for using Udacity.",SaturdayWhy Choose FirebaseCreating a Firebase ProjectReading and Writing using Firebase Realtime Database and AuthenticationWhy Choose FirebaseCreating a Firebase ProjectReading and Writing using Firebase Realtime Database and AuthenticationSundayStoring DataLeveraging Analytics to Improve User EngagementNotifications and Remote ConfigStoring DataLeveraging Analytics to Improve User EngagementNotifications and Remote ConfigMondayIntroduction to Cloud Functions for FirebaseDeploy Cloud Functions using the Firebase CLIExtend mobile app functionality with server-side codeIntroduction to Cloud Functions for FirebaseDeploy Cloud Functions using the Firebase CLIExtend mobile app functionality with server-side code
Intro to Point & Click App Development,https://www.udacity.com/course/intro-to-point-click-app-development--ud162,Think It. Build It.,,,,Estimated timeApprox. 1 Month,Udacity,Free Course,,Beginner,"Good news! You don't need any programming experience and you don't need to know anything about Salesforce. You'll learn the ins and outs of point-and-click development, so all you need now is an interest in building an app.One thing you should know: the skills you learn in this course are in high demand and will help further your career.See the Technology Requirements for using Udacity.","What is SalesforceWhat is Salesforce Platform?What does it do?Why should I learn about it?What kind of jobs can I get after I learn how to use it?What is Salesforce Platform?What does it do?Why should I learn about it?What kind of jobs can I get after I learn how to use it?Creating your First AppSalesforce Data: Salesforce represents data as objects, fields, and records. You’ll learn what these terms mean and build them into your app.Relationships: When the pieces of your app start communicating, interesting things can happen. In this lesson you’ll learn the basics of Salesforce relationship fields.Validation Rules: If you’ve ever incorrectly entered your credit card number into a website, you already know about validation rules. In this lesson, you’ll learn how to build them into your app.Formulas and Summaries: These tools let you easily keep track of quantifiable things like money spent, customers contacted, or tickets sold. In this lesson you’ll learn how to build these automated calculations into your app.Salesforce Data: Salesforce represents data as objects, fields, and records. You’ll learn what these terms mean and build them into your app.Relationships: When the pieces of your app start communicating, interesting things can happen. In this lesson you’ll learn the basics of Salesforce relationship fields.Validation Rules: If you’ve ever incorrectly entered your credit card number into a website, you already know about validation rules. In this lesson, you’ll learn how to build them into your app.Formulas and Summaries: These tools let you easily keep track of quantifiable things like money spent, customers contacted, or tickets sold. In this lesson you’ll learn how to build these automated calculations into your app.Building out your Data ModelOne-to-Many Relationships: These relationships let the pieces of your app talk to each other. In this lesson you’ll learn how and when (and why) to use master-detail and lookup relationships in the apps you build.Many-to-Many Relationships: You’ll learn how to use a junction object to add flexibility into your data model.Customizing the User Interface: Good apps should be easy to use! In this lesson you’ll learn how to configure the layout of your app to make sure the UI is simple and intuitive.Schema Builder: There are many ways to get things done in Salesforce. In this lesson you’ll start using the schema builder to understand how your app works.Data Loading: This is a convenient way to get lots of data onto your app at once.One-to-Many Relationships: These relationships let the pieces of your app talk to each other. In this lesson you’ll learn how and when (and why) to use master-detail and lookup relationships in the apps you build.Many-to-Many Relationships: You’ll learn how to use a junction object to add flexibility into your data model.Customizing the User Interface: Good apps should be easy to use! In this lesson you’ll learn how to configure the layout of your app to make sure the UI is simple and intuitive.Schema Builder: There are many ways to get things done in Salesforce. In this lesson you’ll start using the schema builder to understand how your app works.Data Loading: This is a convenient way to get lots of data onto your app at once.Visualizing your DataReports: These let you gather related information into one place. These let you gather data according to specific criteria and display it in neat rows and columns.Charts: These let you graphically summarize the information in a report.Dashboards: Different people want access to different information. A dashboard is a collection of charts that give specific people in your organization exactly the information that they need in real-time.Views: Data is good, but sometimes you have too much. Views let you selectively and quickly display only the data you care about.Reports: These let you gather related information into one place. These let you gather data according to specific criteria and display it in neat rows and columns.Charts: These let you graphically summarize the information in a report.Dashboards: Different people want access to different information. A dashboard is a collection of charts that give specific people in your organization exactly the information that they need in real-time.Views: Data is good, but sometimes you have too much. Views let you selectively and quickly display only the data you care about.Adding AutomationWorkflows: There are situations where a series of steps need to happen in sequence: first do this, then do that. Workflows let you automate processes like these, such as sending an email, assigning a task, or updating a field.Approval Processes: You don’t want every job to be completely automated. Sometimes you need someone to step in and say “this looks good.” Approval processes add a human element to your automated tasks.Workflows: There are situations where a series of steps need to happen in sequence: first do this, then do that. Workflows let you automate processes like these, such as sending an email, assigning a task, or updating a field.Approval Processes: You don’t want every job to be completely automated. Sometimes you need someone to step in and say “this looks good.” Approval processes add a human element to your automated tasks.Make it Social. Make it Mobile.Chatter: This will let your users collaborate on the projects and records they work on together.Salesforce1: That web app you’ve been building this whole time? It’s actually a mobile app too. You’ll even learn how to quickly customize your mobile interface and add functionality for mobile productivity.Chatter: This will let your users collaborate on the projects and records they work on together.Salesforce1: That web app you’ve been building this whole time? It’s actually a mobile app too. You’ll even learn how to quickly customize your mobile interface and add functionality for mobile productivity.Final Project: Build your own AppTake your own idea and turn it into a functional web and mobile appTake your own idea and turn it into a functional web and mobile app"
Deploying Applications with Heroku,https://www.udacity.com/course/deploying-applications-with-heroku--ud272,Share Your Applications with the World,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"You should have experience with Git, GitHub, and using the command line. Experience with at least one object-oriented language like Ruby or Python is also expected. Knowledge of micro-frameworks like Sinatra or Flask is recommended, but not required.See the Technology Requirements for using Udacity.","Deployment in a FlashDeploy your very first web application with Heroku.Learn the basics of deployment.See how to make your application public on the internet.Deploy your very first web application with Heroku.Learn the basics of deployment.See how to make your application public on the internet.Common FunctionalityLearn the underlying mechanics of how web servers work.Identify common challenges when working with a deployed application.Set up a database, read logs, and activate a permanent file upload feature.Learn the underlying mechanics of how web servers work.Identify common challenges when working with a deployed application.Set up a database, read logs, and activate a permanent file upload feature."
Applied Cryptography,https://www.udacity.com/course/applied-cryptography--cs387,Science of Secrets,,,,Estimated timeApprox. 2 Months,Udacity,Free Course,,Advanced,"This course assumes previous programming experience, comparable to what is covered by the Udacity CS101 course, as well as some understanding of probability and theory of computation and algorithm analysis.See the Technology Requirements for using Udacity.","Perfect CiphersWhat makes certain ciphers perfect.How the Lorenz Cipher was broken.What makes certain ciphers perfect.How the Lorenz Cipher was broken.Symmetric EncryptionSending messages when two people share a secret.Sending messages when two people share a secret.Key ExchangeTechniques to establish a shared secret.Techniques to establish a shared secret.Asymmetric EncryptionExchanging information using public key cryptosystems.Exchanging information using public key cryptosystems.Public Key ProtocolsEncrypted key exchange, certificates, secure commerce.Encrypted key exchange, certificates, secure commerce.Using Cryptographic PrimitivesHow cryptography can be useful for anonymizing communication, voting, and digital cash.How cryptography can be useful for anonymizing communication, voting, and digital cash.Secure ComputationComputing without exposing data.Computing without exposing data."
Java Programming Basics,https://www.udacity.com/course/java-programming-basics--ud282,Learn Java Syntax and Functions,,,,Estimated timeApprox. 6 Weeks,Udacity,Free Course,,Beginner,No prior programming experience is needed. Beginners welcome!See the Technology Requirements for using Udacity.,How to write Java syntax and create variablesDiscover the basic idea behind programing.Write your first Java program.Use variables to store and retrieve information.Discover the basic idea behind programing.Write your first Java program.Use variables to store and retrieve information.Using Methods and Conditional StatementsUse if-else statements and switch-case statements.Write Java programs to tackle any decision making scenario.Use if-else statements and switch-case statements.Write Java programs to tackle any decision making scenario.How to create functionsCreate functions in Java.Declare methods with input arguments and return types.Call the functions you create.Create functions in Java.Declare methods with input arguments and return types.Call the functions you create.How to Create LoopsUse for and while loops to iterate over a block of code.Learn how to write nested loops.Use 2D arrays to store and retrieve information.Use for and while loops to iterate over a block of code.Learn how to write nested loops.Use 2D arrays to store and retrieve information.IntelliJ and DebuggingLearn how to install and use the IntelliJ Integrated Development Environment (IDE).Use the IDE to find and solve problems in code.Learn how to install and use the IntelliJ Integrated Development Environment (IDE).Use the IDE to find and solve problems in code.
Intro to Backend,https://www.udacity.com/course/intro-to-backend--ud171,Starting Out with Web Serving Technology,,,,Estimated timeApprox. 3 Weeks,Udacity,Free Course,,Intermediate,"You have a basic working knowledge of the Python programming language, which will be used in this course.If you're looking to learn or refresh your knowledge of Python and programming, take a look at our courses Introduction to Computer Science and Programming Foundations with Python.See the Technology Requirements for using Udacity.","Forms and InputsHow do web sites handle user input?Build HTML forms and the validation and escaping logic needed to handle user input correctly.How do web sites handle user input?Build HTML forms and the validation and escaping logic needed to handle user input correctly.TemplatesHow do web sites produce neatly formatted output for users to see?How do web sites produce neatly formatted output for users to see?DatabasesHow do web sites store data?Use both SQL databases and the Google App Engine datastore in this program.How do web sites store data?Use both SQL databases and the Google App Engine datastore in this program.User Accounts & SecurityWhat's a cookie and what does it have to do with logging in a user?How do web sites use cookies, passwords, and other components to provide security?What's a cookie and what does it have to do with logging in a user?How do web sites use cookies, passwords, and other components to provide security?"
Network Security,https://www.udacity.com/course/network-security--ud199,Offered at Georgia Tech as CS 6262,,,,Estimated timeApprox. 16 Weeks,Udacity,Free Course,,Intermediate,"To succeed in this course, you should have:Intermediate to advanced programming knowledgeKnowledge of basic computer networking principlesKnowledge of basic information security principlesSee the Technology Requirements for using Udacity.","Large-Scale AttacksDDoS AttacksMalware-Based Attacks, Phishing, &  FraudUnderground infrastructuresDDoS AttacksMalware-Based Attacks, Phishing, &  FraudUnderground infrastructuresTesting and Security AssessmentsPenetration TestingSocial Engineering and Human FactorsWeb Security Models & Security and Internet ProtocolsPenetration TestingSocial Engineering and Human FactorsWeb Security Models & Security and Internet ProtocolsAdvanced TopicsEvasive and Mobile MalwareBotnet detection & Cloud SecurityAttack-Tolerant SystemsEvasive and Mobile MalwareBotnet detection & Cloud SecurityAttack-Tolerant Systems"
JavaScript and the DOM,https://www.udacity.com/course/javascript-and-the-dom--ud117,Dynamically control the browser,,,,Estimated timeApprox. 4 Weeks,Udacity,Free Course,,Intermediate,"Students should have experience with the following skills:building a website with HTMLstyling page elements with CSSspecifically, selecting elements by ID, class, or tagusing the JavaScript data types (e.g. strings, arrays, object, functions, etc.)looping through data (e.g. the for loop)These skills are covered in the following courses:HTML and CSS SyntaxIntro to JavaScriptSee the Technology Requirements for using Udacity.",The Document Object ModelLearn how the DOM is constructedUse DOM methods to select page elementsFigure out where an Element's properties come fromLearn how the DOM is constructedUse DOM methods to select page elementsFigure out where an Element's properties come fromCreating Content with JavaScriptUse DOM and JavaScript to add new content to the pageLearn DOM and JavaScript to remove page contentUse DOM and JavaScript to style page elementsUse DOM and JavaScript to add new content to the pageLearn DOM and JavaScript to remove page contentUse DOM and JavaScript to style page elementsWorking with Browser EventsDiscover the hidden world of browser eventsUse DOM and JavaScript to respond to specific eventsLearn when the web page is ready to be modified and controlledDiscover the hidden world of browser eventsUse DOM and JavaScript to respond to specific eventsLearn when the web page is ready to be modified and controlledPerformanceLearn how to measure the speed of your DOM and JavaScript codeIdentify code that causes Reflow and Repaint issuesExplain how the JavaScript Event Loop worksLearn how to measure the speed of your DOM and JavaScript codeIdentify code that causes Reflow and Repaint issuesExplain how the JavaScript Event Loop works
Configuring Linux Web Servers,https://www.udacity.com/course/configuring-linux-web-servers--ud299,Your First Ubuntu Server,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Advanced,"You should be comfortable with your terminal and working within a shell, if you need a refresher take a look at our Intro to the Shell.To actually get a web application up and running you should be familiar with the Python programming language and PostgreSQL. Programming Foundations with Python and Intro to Relational Databases can help you get up to speed if you feel you need some additional practice.See the Technology Requirements for using Udacity.","Intro to LinuxIntroduction to the Linux operating system and its many distributions.Setup your very own Linux virtual machine on your own computer and explore it.Learn how the filesystem is organized and identify key files.Introduction to the Linux operating system and its many distributions.Setup your very own Linux virtual machine on your own computer and explore it.Learn how the filesystem is organized and identify key files.Linux SecurityExecute administrative tasks, update the software on your system, install new software, and manage users.Learn how to implement even stronger authentication mechanisms, and how to interpret Linux file permissions.Configure a firewall to keep your system secure.Execute administrative tasks, update the software on your system, install new software, and manage users.Learn how to implement even stronger authentication mechanisms, and how to interpret Linux file permissions.Configure a firewall to keep your system secure.Web Application ServersTransform your secure and safe barebones server into a fully functional web application server.Install and configure an Apache HTTP Server and PostgreSQL database server.Write a basic Python WSGI application that can query a database and present that data upon a web request.Transform your secure and safe barebones server into a fully functional web application server.Install and configure an Apache HTTP Server and PostgreSQL database server.Write a basic Python WSGI application that can query a database and present that data upon a web request."
How to Make an iOS App,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,From Drawing Board to App Store,,,,Estimated timeApprox. 3 Months,Udacity,Free Course,,Advanced,"Enrolling in this course assumes you have prior iOS development experience. The material won't cover the technical aspects of app development, instead serving as a guide through the process of building an app. Specifically, the course was built to support the final project in the iOS Developer Nanodegree and assumes mastery of the concepts taught in the following courses:UIKit FundamentalsiOS Networking with SwiftiOS Persistence and Core Data Please also note that submitting to the App Store, or loading your app to a physical device requires enrollment in the iOS Developer Program.See the Technology Requirements for using Udacity.","Research App IdeasBrainstorm and vet multiple app ideas.Begin to think about the UI elements used in each and get user feedback on the designs.Start thinking about relevant web APIs and libraries to use.Brainstorm and vet multiple app ideas.Begin to think about the UI elements used in each and get user feedback on the designs.Start thinking about relevant web APIs and libraries to use.Build Your AppChoose an idea to pursue and build it!Share tips for getting started and dealing with code that doesn't work.How to submit to the App Store.Choose an idea to pursue and build it!Share tips for getting started and dealing with code that doesn't work.How to submit to the App Store.Reflect on the App Development ProcessWhat went well, and what was your biggest challenge?Becoming a better developer; what would you do differently next time?Tips on monitoring App Store feedbackWhat went well, and what was your biggest challenge?Becoming a better developer; what would you do differently next time?Tips on monitoring App Store feedback"
Passwordless Login Solutions for Android,https://www.udacity.com/course/passwordless-login-solutions-for-android--ud357,Add Account Kit and Facebook Login,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"To get the most out of this course, you should have at least 3 months experience developing Android apps and familiarity using a third party SDK. If you lack this experience, please take our Developing Android Apps course prior to enrolling in this one. To follow along with course activities, you must create a Facebook for Developers account, which will provide access to the Facebook Platform.See the Technology Requirements for using Udacity.",Introduction to Passwordless Login SolutionsLearn why users’ login preferences are so critical for your appDiscover how Account Kit and Facebook Login positively impact the login experienceExplore ways these solutions can expand the reach of your appLearn why users’ login preferences are so critical for your appDiscover how Account Kit and Facebook Login positively impact the login experienceExplore ways these solutions can expand the reach of your appAccount KitCreate your Facebook for Developers accountConfigure authentication with Account Kit in a sample appTrack app events and analyticsCreate your Facebook for Developers accountConfigure authentication with Account Kit in a sample appTrack app events and analyticsFacebook LoginConfigure authentication with Facebook Login for a sample appLearn best practices for asking users for permissionsExplore Facebook Login analytics from real partner appsConfigure authentication with Facebook Login for a sample appLearn best practices for asking users for permissionsExplore Facebook Login analytics from real partner appsTesting Login FlowLearn strategies for handling many types of Facebook Authentication casesTest your app’s Login flow against these common use casesLearn strategies for handling many types of Facebook Authentication casesTest your app’s Login flow against these common use casesIntroduction to the Graph APIUnderstand the best practices for asking permission from users to access their Facebook dataUse the Graph API to add social features to an appPractice adding features like importing a photo and publishing a status updateUnderstand the best practices for asking permission from users to access their Facebook dataUse the Graph API to add social features to an appPractice adding features like importing a photo and publishing a status update
Mobile Design and Usability for Android,https://www.udacity.com/course/mobile-design-and-usability-for-android--ud358,"Learn how to design an intuitive, user-centered mobile app",,,,Estimated timeApprox. 2 Weeks,Udacity,Free Course,,Intermediate,"To get the most from this course, you should have prior experience developing web or mobile apps.See the Technology Requirements for using Udacity.",Designing for UsabilityLearn how to conduct user researchDevelop user types and use casesApply the data you've collected to guide prototypingLearn how to conduct user researchDevelop user types and use casesApply the data you've collected to guide prototypingUsability TestingLearn about popular usability testing methodsConduct user testing on an Android appUse insights gathered from users to guide a feature redesignLearn about popular usability testing methodsConduct user testing on an Android appUse insights gathered from users to guide a feature redesign
Intro to Psychology,https://www.udacity.com/course/intro-to-psychology--ps001,The Science of Thought and Behavior,,,,Estimated timeApprox. 4 Months,Udacity,Free Course,,Beginner,"There are no prerequisites, but we encourage curiosity about human nature.See the Technology Requirements for using Udacity.","Introduction to PsychologyPractice versus research.Industrial and organizational psychology.Forensic psychology.Practice versus research.Industrial and organizational psychology.Forensic psychology.Research MethodsSex chores correlation and correlation coefficients.Beach correlation study.High fives study.Sex chores correlation and correlation coefficients.Beach correlation study.High fives study.The biology of behaviorIntroducing Matt Sputnik and genetics.Timeline of humans and human evolution.Genetic code and dominance complexity.Introducing Matt Sputnik and genetics.Timeline of humans and human evolution.Genetic code and dominance complexity.Sensation and PerceptionWeight difference threshold.Mechanoreceptors and the Golden brain ceremony.Nearsightedness and the eye and the Odins eye theory.Weight difference threshold.Mechanoreceptors and the Golden brain ceremony.Nearsightedness and the eye and the Odins eye theory.Psychological developmentNature vs nurture.Developmental stages and domains.Prenatal exposure.Nature vs nurture.Developmental stages and domains.Prenatal exposure.ConsciousnessComa and consciousness, and attention.Meditation.The function of sleep, sleep apnea and Insomnia.Coma and consciousness, and attention.Meditation.The function of sleep, sleep apnea and Insomnia.Depressants, Hallucinogens and OpioidsBarbituates and benzodiazapines, alcohol and other depressants.Heroin and other opioids, cannabis, marijuana effects.Psilocybin for terminal illness, MDMA for PTSD.Barbituates and benzodiazapines, alcohol and other depressants.Heroin and other opioids, cannabis, marijuana effects.Psilocybin for terminal illness, MDMA for PTSD.MemoryH.M. or Henry Molaison, removal of the hippocampi.Sensory memory, central executive.Introduction to long-term memory.H.M. or Henry Molaison, removal of the hippocampi.Sensory memory, central executive.Introduction to long-term memory.And much more...Language, intelligence, motivation and emotion.Stress and health, personality.Social behavior, psychological disorders.Language, intelligence, motivation and emotion.Stress and health, personality.Social behavior, psychological disorders."
Engagement & Monetization | Mobile Games,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407,How to make Money with your Games,,,,Estimated timeApprox. 3 Weeks,Udacity,Free Course,,Beginner,"Some experience with Java, Android Studio, and activities is very helpful for coding in your own ads, otherwise minimal technical experience is required.See the Technology Requirements for using Udacity.","EngagementLearn the best design strategies to build an addictive game.Designing game difficulty, and including competition and social networks to get players more involved.Inspiring engagement is critical for a game to produce revenue in the long-term.Learn the best design strategies to build an addictive game.Designing game difficulty, and including competition and social networks to get players more involved.Inspiring engagement is critical for a game to produce revenue in the long-term.Monetization ModelsMonetization strategies for both paid games and free-to-download “freemium” games.A comparison of both premium and freemium models.How to effectively implement ads and in-app purchases.Monetization strategies for both paid games and free-to-download “freemium” games.A comparison of both premium and freemium models.How to effectively implement ads and in-app purchases.Best Publishing PracticesGet useful player feedback, and how to test out versions of your game with A/B testing.Design strategies for choosing what will appear in the app store—like icons and screenshots.Get your game to stand out against the competition.Get useful player feedback, and how to test out versions of your game with A/B testing.Design strategies for choosing what will appear in the app store—like icons and screenshots.Get your game to stand out against the competition."
Intro to Inferential Statistics,https://www.udacity.com/course/intro-to-inferential-statistics--ud201,Making Predictions from Data,,,,Estimated timeApprox. 2 Months,Udacity,Free Course,,Beginner,"This course assumes basic understanding of Descriptive Statistics, specifically the following:calculating the mean and standard deviation of a data setcentral limit theoreminterpreting probability and probability distributionsnormal distributions and sampling distributionsnormalizing observationsIf you need a refresher, check out our Descriptive Statistics course! The course also utilizes Google Spreadsheets as a tool.See the Technology Requirements for using Udacity.",EstimationEstimate population parameters from sample statistics using confidence intervals.Estimate the effect of a treatment.Estimate population parameters from sample statistics using confidence intervals.Estimate the effect of a treatment.Hypothesis TestingHow to determine if a treatment has changed the value of a population parameter.How to determine if a treatment has changed the value of a population parameter.t-testsHow to test the effect of a treatment.Compare the difference in means for two groups when there are small sample sizes.How to test the effect of a treatment.Compare the difference in means for two groups when there are small sample sizes.ANOVALearn how to test whether or not there are differences between three or more groups.Learn how to test whether or not there are differences between three or more groups.CorrelationLearn how to describe and test the strength of a relationship between two variables.Learn how to describe and test the strength of a relationship between two variables.RegressionHow changes in one variable are related to changes in a second variable.How changes in one variable are related to changes in a second variable.Chi-squared TestsLearn how to compare and test frequencies for categorical data.Learn how to compare and test frequencies for categorical data.
Data Analysis and Visualization,https://www.udacity.com/course/data-analysis-and-visualization--ud404,Offered at Georgia Tech as CSE 6242,,,,Estimated timeApprox. 16 Weeks,Udacity,Free Course,,Intermediate,"Programming experienceMathematics: basic linear algebra, calculus, introductory probability No background in machine learning is requiredSee the Technology Requirements for using Udacity.",Programming in RThe R Programming LanguageR Programming SyntaxR Programming and Data StructuresThe R Programming LanguageR Programming SyntaxR Programming and Data StructuresData AnalysisData PreprocessingData ProcessingData VisualizationData PreprocessingData ProcessingData VisualizationRegressionLogistic RegressionLinear RegressionRegularizationLogistic RegressionLinear RegressionRegularization
Oracle Autonomous Database Administration,https://www.udacity.com/course/oracle-autonomous-database-administration--cd12502,Take your DBA skills knowledge to the next level by learning to deploy and administer autonomous databases.,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Beginner,"No prerequisite required for this course. Anyone who is interested in learning the basics of Oracle Autonomous Database Administration can enroll.
See the Technology Requirements for using Udacity.","Autonomous Database on Shared InfrastructureLearn provisioning and scaling.Manage ADB users, backup, and restores.Explore Autonomous Data Guard.
Learn provisioning and scaling.Manage ADB users, backup, and restores.Explore Autonomous Data Guard.
Autonomous Database on Dedicated InfrastructureDescribe workflows and functionality.Provision dedicated resources: Exadata, container database, and VM Cluster.Manage maintenance scheduling (patching) and encryption keys.Describe workflows and functionality.Provision dedicated resources: Exadata, container database, and VM Cluster.Manage maintenance scheduling (patching) and encryption keys.Managing & Monitoring Autonomous DatabaseSet up ACLs, private end points, and service notifications.Monitor auto scaling and auto indexing.Use REST APIs in ADB.Configure disaster recovery (Autonomous Data Guard).Set up ACLs, private end points, and service notifications.Monitor auto scaling and auto indexing.Use REST APIs in ADB.Configure disaster recovery (Autonomous Data Guard).Autonomous Database ToolsExplore APEX.Explore Oracle Machine Learning.Learn about data analysis and data transforms.Explore APEX.Explore Oracle Machine Learning.Learn about data analysis and data transforms.Developing on Autonomous DatabaseUse Autonomous JSON database.Use Oracle Text.Learn about Spatial on Oracle Autonomous Database.Use Autonomous JSON database.Use Oracle Text.Learn about Spatial on Oracle Autonomous Database.MigrationLearn about migration options and considerations.Migrate to Autonomous Database.Learn about migration options and considerations.Migrate to Autonomous Database."
